"grupo","linha","acao","n_antes","n_manter","texto_original","texto_corrigido","fonte_25","linhas_25","justificativa"
"21_21362_96_linha221482","221482","manter","2","1","21213529213620963329102542092000-                     \0034649","21213529213620963329102542092000-                     \0034649","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391076","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_96_linha221482","221485","remover","2","1","21213529213620963329102542092000-                     \0034649","21213529213620963329102542092000-                     \0034649","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391076","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_96_linha221483","221483","manter","2","1","2121352921362096332812157209200017320657020234-       \0034649","2121352921362096332812157209200017320657020234-       \0034649","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391075","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_96_linha221483","221486","remover","2","1","2121352921362096332812157209200017320657020234-       \0034649","2121352921362096332812157209200017320657020234-       \0034649","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391075","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_96_linha221481","221481","manter","2","1","21213529213620963329004542092000-                     \0034649","21213529213620963329004542092000-                     \0034649","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391077","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_96_linha221481","221488","remover","2","1","21213529213620963329004542092000-                     \0034649","21213529213620963329004542092000-                     \0034649","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391077","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_97_linha221491","221491","manter","2","1","2121352921362097332813664029190217210659080034-       \0034651","2121352921362097332813664029190217210659080034-       \0034651","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391081","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_97_linha221491","221502","remover","2","1","2121352921362097332813664029190217210659080034-       \0034651","2121352921362097332813664029190217210659080034-       \0034651","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391081","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_98_linha221513","221513","manter","2","1","2121352921362098332816554891198917210619070534-       \0034653","2121352921362098332816554891198917210619070534-       \0034653","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391092","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_98_linha221513","221516","remover","2","1","2121352921362098332816554891198917210619070534-       \0034653","2121352921362098332816554891198917210619070534-       \0034653","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391092","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_98_linha221514","221514","manter","2","1","2121352921362098332216754891198931100000000034-       \0034653","2121352921362098332216754891198931100000000034-       \0034653","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391096","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_98_linha221514","221517","remover","2","1","2121352921362098332216754891198931100000000034-       \0034653","2121352921362098332216754891198931100000000034-       \0034653","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391096","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_99_linha221525","221525","manter","2","1","21213529213620993319106542092000042-                  \0034655","21213529213620993319106542092000042-                  \0034655","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391101","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_99_linha221525","221529","remover","2","1","21213529213620993319106542092000042-                  \0034655","21213529213620993319106542092000042-                  \0034655","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391101","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_99_linha221523","221523","manter","2","1","2121352921362099332813054209200017320649040434-       \0034655","2121352921362099332813054209200017320649040434-       \0034655","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391099","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_99_linha221523","221530","remover","2","1","2121352921362099332813054209200017320649040434-       \0034655","2121352921362099332813054209200017320649040434-       \0034655","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391099","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_99_linha221528","221528","manter","2","1","2121352921362099331317657209200016200400040439-       \0034655","2121352921362099331317657209200016200400040439-       \0034655","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391104","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_99_linha221528","221531","remover","2","1","2121352921362099331317657209200016200400040439-       \0034655","2121352921362099331317657209200016200400040439-       \0034655","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391104","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_99_linha221527","221527","manter","2","1","21213529213620993329104542092000-                     \0034655","21213529213620993329104542092000-                     \0034655","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391103","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_99_linha221527","221532","remover","2","1","21213529213620993329104542092000-                     \0034655","21213529213620993329104542092000-                     \0034655","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391103","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_99_linha221526","221526","manter","2","1","2121352921362099332911054209200006200000000035-       \0034655","2121352921362099332911054209200006200000000035-       \0034655","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391100","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
"21_21362_99_linha221526","221533","remover","2","1","2121352921362099332911054209200006200000000035-       \0034655","2121352921362099332911054209200006200000000035-       \0034655","data/release_legacy/Censo.1960.amostra.25porcento.pe.gz","391100","Grupo integral identico em 127; multiplicidade conferida no gzip25, cartao unico, v100 e ordens consistentes; manter representantes de menor linha sem identidade civil."
